SaleID,CustomerID,ProductID,Quantity,Price,TotalAmount,SalesDate,CustomerName,ProductName,Region,SalesRep
267,6087,238,8,1141.66,9133.2800,2021-06-12,William Carter,Monitor,Africa,Christopher Bradley
268,1606,104,3,581.79,1745.3700,2019-03-01,Keith Ward,Tablet,Asia,Chelsea Alvarado
269,3883,330,1,1929.38,1929.3800,2021-09-22,David Cole,Headphones,North America,Roberto Newman
270,1906,441,2,662.11,1324.2200,2020-09-02,Christian Schwartz,Headphones,North America,Sarah Crawford
271,7668,460,6,1359.76,8158.5600,2023-12-19,Stephanie Andersen,Laptop,South America,Joe Johnson
272,3302,121,2,1163.4,2326.8000,2021-10-21,Eileen Parker,Laptop,Australia,Dylan Deleon
273,9605,129,8,1774.9,14199.2000,2020-05-02,Trevor Johnson,Keyboard,North America,Donna Edwards
274,6134,169,10,1487.61,14876.1000,2023-07-09,Ryan Stephens,Mouse,Africa,John Davis
275,4865,479,7,475.12,3325.8400,2019-08-07,Rebecca Ferguson,Smartphone,Europe,Christopher Jackson
276,5498,226,7,545.9,3821.3000,2022-04-22,Jennifer Romero,Laptop,South America,Patricia Faulkner
277,9740,192,2,667.16,1334.3200,2021-05-17,Susan Larsen,Monitor,Africa,Grace Hubbard
278,5036,494,5,1764.9,8824.5000,2019-10-24,Lauren Boone DVM,Tablet,South America,Suzanne Johnson
279,7025,421,5,91.09,455.4500,2022-05-25,Sarah Shea,Laptop,Africa,Charles Klein
280,1895,354,4,543.32,2173.2800,2021-02-26,Lawrence Lopez,Tablet,Africa,Monica Davis
281,6945,463,2,1093.08,2186.1600,2020-04-29,Kathleen Burnett,Headphones,South America,Mark Arnold
282,7364,5,7,1858.64,13010.4800,2020-06-07,Shawn Brandt,Tablet,North America,Caroline Crawford
283,4857,153,4,1725.86,6903.4400,2019-11-25,Christopher Watson,Monitor,Africa,Megan Farmer
284,6196,451,7,1589.17,11124.1900,2020-07-15,Linda Williams,Headphones,North America,Christopher Santiago
285,9055,242,7,1856.67,12996.6900,2020-11-12,Catherine Anderson,Mouse,South America,Douglas Cruz
286,2644,423,3,1412.04,4236.1200,2021-11-02,Daniel Smith,Laptop,Asia,Tammy Johnson
287,7895,309,9,1488.68,13398.1200,2021-07-17,Renee Ramirez,Mouse,North America,Jennifer Williams
288,1853,329,3,1278.8,3836.4000,2023-06-09,Jennifer Gilbert,Mouse,Europe,Mr. Jeffery Lynn
289,1050,206,4,1275.18,5100.7200,2020-10-04,Holly Miller,Keyboard,North America,Lindsay Harmon
290,2815,81,4,1056.91,4227.6400,2023-04-22,Sandra Good,Headphones,Africa,Allison Lee
291,3131,434,10,1387.22,13872.2000,2023-06-12,Melanie Adams,Tablet,South America,David Brown
292,8837,448,3,558.33,1674.9900,2022-11-08,Richard Baldwin,Keyboard,Asia,Sarah Rush
293,5616,102,2,858.27,1716.5400,2020-01-08,Olivia Peterson,Monitor,South America,Pedro Grimes
294,4677,11,1,1850.07,1850.0700,2022-08-18,Alice Rogers,Keyboard,Africa,Michael Fuller
295,4747,465,2,1949.55,3899.1000,2020-02-11,Alec Pham,Tablet,Africa,Eric Caldwell
296,3764,26,7,1255.11,8785.7700,2022-05-14,Alicia Ross,Tablet,Europe,Michael Martin
297,2459,491,6,381.74,2290.4400,2022-03-07,William Martinez,Laptop,North America,John Moore
298,9615,223,8,1663.15,13305.2000,2021-10-09,Samantha Le,Laptop,Europe,Joshua Cohen
299,4328,98,5,611.53,3057.6500,2021-10-09,John Young,Monitor,Europe,Kelly Sherman
300,8066,439,4,1220.16,4880.6400,2023-08-15,Heather Norman,Tablet,Africa,Frank Moore
301,4102,215,3,846.62,2539.8600,2019-10-26,Jenny Freeman,Laptop,Asia,Corey Andrews
302,5289,121,10,929.4,9294.0000,2020-05-23,Jeremy Salas,Tablet,Australia,Jared Tyler
303,8506,44,1,964.32,964.3200,2023-11-20,Jacqueline Mejia,Tablet,Africa,Brent Berger
304,7513,352,4,1441.01,5764.0400,2022-12-21,Stephen Taylor,Monitor,Africa,Kathryn Watson
305,5198,38,2,1136.15,2272.3000,2019-04-17,Cheyenne Hull,Tablet,Europe,Eric Grant
306,8715,466,6,1993.64,11961.8400,2022-10-05,Gregory Clark,Headphones,Australia,Timothy Russell
307,1745,3,5,1033.86,5169.3000,2021-02-19,Julie Johnson MD,Tablet,South America,Christine Wells
308,7076,68,9,130.19,1171.7100,2020-01-03,Stephanie Marsh,Tablet,Europe,Tamara Shea
309,9253,253,6,1761.9,10571.4000,2019-09-28,Brian Meyers,Laptop,Asia,Sharon Warren
310,9690,222,3,557.79,1673.3700,2020-10-03,Sandra Mcknight,Laptop,Europe,Keith Williams
311,9179,447,5,1508.26,7541.3000,2021-05-30,Brad Norris PhD,Tablet,Asia,Timothy Solis
312,5321,265,6,899.76,5398.5600,2019-12-04,Patricia Gonzalez,Tablet,Africa,Michael Stevens
313,9049,392,3,1133.57,3400.7100,2022-09-08,Jonathan Kennedy,Mouse,South America,Traci Mccullough
314,1871,97,3,156.41,469.2300,2020-01-11,Katherine Gibson,Laptop,South America,Michael Solis
315,5263,84,8,901.04,7208.3200,2021-10-10,Charles Ward,Laptop,South America,Megan Olson
316,6841,364,9,996.14,8965.2600,2021-10-06,Dawn Nelson,Laptop,Africa,Maria White
317,3425,64,6,232.48,1394.8800,2023-11-14,Jason Sanders,Tablet,Europe,Adrian Smith
318,3757,384,9,1654.01,14886.0900,2022-02-27,Veronica Marshall,Mouse,Australia,Jason Jordan
319,4479,299,1,1075.73,1075.7300,2022-03-14,Helen Johnson,Smartphone,South America,Matthew Saunders
320,2258,127,8,1369.97,10959.7600,2023-12-23,Angel Mendez,Tablet,North America,John Fields
321,5657,349,2,818.63,1637.2600,2022-04-24,Mary French,Laptop,Asia,Mark Archer
322,3519,15,2,947.45,1894.9000,2022-12-20,Brittany Cruz,Mouse,South America,Thomas Gonzales
323,8439,322,5,1208.7,6043.5000,2019-01-12,Sheila Torres,Tablet,North America,Beth Meyer
324,8423,167,10,302.17,3021.7000,2023-11-03,Jason Lee,Laptop,Africa,Nicholas Campbell
325,5635,166,1,1500.41,1500.4100,2022-01-25,Emily Scott,Keyboard,South America,Marvin Perry
326,2516,205,5,397.12,1985.6000,2023-04-28,Tonya Mercado,Headphones,South America,Courtney Phillips
327,2461,11,4,367.73,1470.9200,2023-05-16,Dustin Duran,Monitor,Asia,Kara Taylor
328,3525,62,5,1007.15,5035.7500,2021-06-04,Jeffrey Todd,Mouse,Asia,Tamara Paul
329,3151,184,2,1672.5,3345.0000,2021-11-15,Jamie Morgan,Smartphone,South America,Drew Patton
330,8298,454,7,979.06,6853.4200,2022-02-27,Jennifer Brown,Keyboard,South America,Renee Shepherd
331,2478,388,7,1631.44,11420.0800,2022-06-11,Christopher Boyle,Smartphone,South America,Ellen Campbell
332,7979,48,1,1051.02,1051.0200,2021-08-07,Travis Young,Mouse,Europe,Laura Wilson
333,3540,477,8,1078.19,8625.5200,2022-08-18,Jill Miranda,Keyboard,North America,Shane Miller
334,5762,240,7,204.41,1430.8700,2023-06-30,Angel Wilson,Monitor,Asia,Kelsey Chen
335,3434,66,5,1691.0,8455.0000,2021-12-07,Donna Lawrence,Monitor,Asia,James Gutierrez
336,1781,283,2,1838.74,3677.4800,2021-11-17,Sydney Dougherty,Laptop,Australia,David Bates
337,7961,212,2,956.08,1912.1600,2023-01-15,Erin Weaver,Keyboard,Asia,Michael Porter
338,6823,131,10,209.45,2094.5000,2021-10-28,Jose Kaiser,Laptop,North America,Brian Cox
339,8583,92,3,1693.67,5081.0100,2019-04-03,Jessica Fernandez,Laptop,South America,Holly Mora
340,5876,161,10,1461.98,14619.8000,2023-04-01,Justin King,Mouse,South America,Kimberly Henderson
341,5342,175,3,461.58,1384.7400,2019-06-10,Stephen Wagner,Mouse,Australia,Robert Goodwin
342,5248,447,2,895.91,1791.8200,2019-02-06,Debra Barton,Laptop,South America,Lisa Evans
343,2911,7,3,1328.81,3986.4300,2021-07-31,Alexis Allen,Mouse,South America,John Lucas
344,8974,156,10,1635.61,16356.1000,2022-06-17,Erin Morton,Tablet,Africa,Anthony Dougherty
345,7471,412,5,220.89,1104.4500,2019-10-04,Angelica Johnson,Laptop,Europe,Billy Allison
346,2833,418,1,1407.26,1407.2600,2020-01-21,Rachel Pena,Headphones,North America,Deanna Lane
347,4428,247,3,1316.99,3950.9700,2021-06-11,Courtney Young,Headphones,Africa,Gloria Webb
348,9824,98,2,636.79,1273.5800,2021-08-07,Bradley Clark,Smartphone,South America,Jennifer Moran
349,7912,12,2,373.91,747.8200,2019-11-09,Peter White,Mouse,Africa,Mark Arnold
350,8295,494,8,969.4,7755.2000,2023-10-27,Yolanda Lynn,Monitor,Australia,Mary Adams
351,4975,104,5,1160.39,5801.9500,2023-09-04,Judy Castillo,Monitor,North America,Barbara Palmer
352,6469,5,2,1279.3,2558.6000,2022-12-31,Paul Washington,Monitor,South America,Christian Lopez
353,9121,378,10,1211.89,12118.9000,2022-02-09,Kyle Taylor,Tablet,North America,Alan Green
354,8987,205,8,1051.04,8408.3200,2023-01-24,Leslie Collins,Keyboard,Africa,Jennifer Rivera
355,8993,119,1,1080.2,1080.2000,2021-05-14,Diana Harris,Keyboard,Asia,Nicholas Acevedo
356,2040,138,7,1783.82,12486.7400,2019-08-28,Robert Hines,Monitor,Australia,Emily Norris
357,6681,230,7,90.57,633.9900,2020-08-12,Michael White,Mouse,Europe,Lori Taylor
358,8688,177,8,502.6,4020.8000,2020-03-25,Miss Chelsea Hale,Keyboard,Africa,Susan Cain
359,6556,472,10,1714.23,17142.3000,2023-01-04,Lisa Johnson,Mouse,South America,Shane Walker
360,3148,453,5,1459.84,7299.2000,2021-03-10,Jennifer Bentley,Monitor,Africa,Erin Dixon
361,6902,408,8,1609.52,12876.1600,2023-09-26,Alexandra Barajas,Smartphone,Australia,Ms. Jennifer Reynolds
362,4394,145,2,1350.76,2701.5200,2019-09-22,Michael Stevenson,Smartphone,Europe,Bradley Thomas
363,3561,311,8,246.76,1974.0800,2021-05-01,Zachary Horton,Monitor,Asia,Michael Schmidt
364,4845,108,9,141.75,1275.7500,2019-02-07,Jeffrey Wood,Tablet,Asia,Alexa Harper
365,6849,347,3,390.69,1172.0700,2023-10-27,Kaitlyn Salazar,Keyboard,North America,Nicole Cox
366,2043,173,7,272.24,1905.6800,2020-04-09,Brittany Davies,Laptop,Australia,John Guerrero
367,4671,250,5,1987.64,9938.2000,2023-05-27,Stephen Lee,Tablet,North America,Janice Taylor
368,5382,459,3,1714.15,5142.4500,2023-11-25,Eric Tapia,Keyboard,Australia,Mary Gonzalez
369,2706,362,1,1856.93,1856.9300,2021-06-15,Kimberly Snyder,Headphones,South America,Allison Roberts
370,2817,500,2,1574.22,3148.4400,2022-06-02,Michelle Jones,Headphones,North America,Lisa Foster
371,1687,260,2,375.74,751.4800,2019-08-30,Katherine Jordan,Headphones,Europe,Jacqueline Terrell
372,6925,81,5,1430.92,7154.6000,2023-04-10,Amanda Brown,Keyboard,South America,Michael Gates
373,2626,79,6,702.48,4214.8800,2019-10-10,Sean Hurst,Laptop,Europe,Jessica Smith
374,8194,497,7,1549.98,10849.8600,2019-01-14,Carly Jackson,Smartphone,South America,Kelly Jackson
375,6592,147,9,383.96,3455.6400,2020-06-28,Andrea Jackson,Tablet,Africa,Joan Weiss
376,7799,185,4,345.64,1382.5600,2023-03-24,Kevin Morales,Keyboard,South America,Rebecca Johnston
377,4738,71,7,856.15,5993.0500,2021-04-18,Tonya Sanchez,Monitor,Australia,Meghan Harmon
378,6927,484,1,913.03,913.0300,2023-04-27,Michael Woods,Laptop,Africa,David Hammond
379,9476,484,2,215.32,430.6400,2020-10-06,Christopher Church,Monitor,Europe,Christine Walker
380,8111,32,7,1530.43,10713.0100,2022-09-14,Heather Conrad,Mouse,Europe,John Callahan
381,1947,324,9,1946.69,17520.2100,2021-05-08,Kevin Freeman,Monitor,Africa,Claudia Lane
382,5986,370,6,1823.0,10938.0000,2019-01-17,Jerry Ramirez,Headphones,Asia,Taylor Shaffer
383,9647,313,3,1415.58,4246.7400,2021-07-02,Richard Ward,Mouse,Europe,Kimberly Alexander
384,9919,320,10,1321.47,13214.7000,2022-11-29,Gary Morris,Tablet,Africa,Michael Mcfarland
385,7627,398,4,1767.9,7071.6000,2019-06-22,Michele Torres,Laptop,Australia,Michael Woodard
386,6480,200,3,1064.92,3194.7600,2022-01-12,Janice Diaz,Tablet,Europe,David Lopez
387,2520,262,9,658.89,5930.0100,2020-11-28,Victoria Gibson,Headphones,Africa,Kelsey Moore
388,3621,12,1,1786.12,1786.1200,2022-01-10,Heather Miller,Keyboard,Asia,Cassandra Cox
389,4954,427,5,1466.69,7333.4500,2021-10-31,Raymond Hodges,Laptop,Africa,Robert Fox
390,1982,431,6,556.53,3339.1800,2021-11-05,Mary Wilcox,Tablet,North America,Angela Lewis
391,1782,388,2,925.04,1850.0800,2022-03-18,Beth Howard,Mouse,North America,Lisa Brooks DDS
392,8424,174,4,1620.51,6482.0400,2022-04-06,Amy Clark,Keyboard,Africa,Scott Garrett
393,9737,433,10,505.98,5059.8000,2020-09-04,Doris Stewart,Tablet,Africa,Rachael Mcclain
394,3293,366,7,1063.35,7443.4500,2020-05-22,Steve Ferguson,Laptop,Asia,Thomas Wood
395,9461,299,4,1654.54,6618.1600,2021-01-09,Roy Barnes,Monitor,North America,Kent Huff
396,3401,365,7,1665.45,11658.1500,2019-06-17,Julie Mendez,Laptop,North America,Kerry Bentley
397,7961,455,3,978.69,2936.0700,2021-07-02,Christina Kline,Laptop,Asia,Megan Hall
398,9622,207,10,1139.99,11399.9000,2023-05-15,Renee Webster,Monitor,Asia,Patricia Diaz
399,9172,326,7,1993.2,13952.4000,2022-11-12,Katherine Hubbard,Monitor,Africa,Kenneth Parker
400,7830,422,3,331.48,994.4400,2019-09-18,Beverly Bryant,Monitor,Africa,James Wood
401,8499,67,9,1733.38,15600.4200,2019-08-30,Benjamin Montoya,Mouse,Europe,Brittany Wilkerson
402,8461,243,1,1505.67,1505.6700,2022-02-18,Laura Ball,Tablet,North America,Jennifer Mckee
403,7694,57,2,770.69,1541.3800,2020-08-16,Jason Walker,Laptop,Australia,Nicholas Stuart
404,3511,61,6,644.6,3867.6000,2021-02-05,Christopher Tucker,Tablet,Asia,Russell Henderson
405,8961,15,3,327.17,981.5100,2022-04-22,Eileen Munoz,Monitor,North America,Kimberly Kirk
406,5999,456,5,470.38,2351.9000,2023-08-05,Kevin Morrison,Mouse,South America,Luke Benjamin
407,1034,63,9,729.87,6568.8300,2023-11-18,Amy Hicks,Laptop,South America,Matthew Ramirez
408,8883,294,5,1153.24,5766.2000,2020-11-22,Stacy Thompson,Headphones,South America,Megan Mendez
409,8786,428,10,308.98,3089.8000,2019-10-11,Lisa Turner,Keyboard,Africa,Arthur Nichols
410,8551,390,8,1351.08,10808.6400,2019-11-02,Cameron Porter,Headphones,Africa,Elizabeth Cox
411,6328,46,10,1345.78,13457.8000,2021-04-18,Sarah Leonard,Monitor,Europe,Monica Walker
412,7478,174,9,139.35,1254.1500,2022-10-05,Morgan Johnson,Monitor,Africa,Lisa Diaz
413,5544,331,2,1738.61,3477.2200,2022-12-19,Bridget Ford,Laptop,Australia,Alexis Carlson
414,6060,288,2,1305.63,2611.2600,2019-06-24,Peter Brown,Smartphone,Australia,Chad Obrien
415,9877,296,1,1916.72,1916.7200,2021-12-04,Tanya Johnson,Smartphone,South America,Shelby Austin
416,9235,460,1,284.55,284.5500,2021-12-25,Luis Ford,Smartphone,North America,Colleen Woods
417,5504,403,4,528.31,2113.2400,2022-12-16,Allison Stokes,Headphones,Australia,Whitney Ford
418,8278,44,9,1233.37,11100.3300,2021-04-02,Carl Vasquez,Keyboard,North America,Carmen Hill
419,9052,442,1,712.92,712.9200,2020-01-05,Anthony Robles,Monitor,North America,Matthew Phillips
420,9649,163,7,551.5,3860.5000,2019-08-23,Madison Garcia,Laptop,Australia,Aaron Beck
421,3755,147,3,406.2,1218.6000,2023-04-23,Edward Sandoval,Laptop,Europe,Jillian Williams
422,6026,488,7,1373.29,9613.0300,2019-05-01,Kevin Reynolds,Keyboard,Asia,Colin Perkins
423,3973,14,1,631.15,631.1500,2019-07-22,Jamie Berry,Tablet,Europe,Nathan Thompson
424,7763,458,6,552.97,3317.8200,2023-08-23,Ryan Holmes,Laptop,North America,Susan Cochran
425,4318,123,10,1192.76,11927.6000,2021-10-06,Kent Solomon,Keyboard,Australia,Carrie Jones
426,7308,487,2,575.11,1150.2200,2020-10-13,Mary Walker,Monitor,Australia,James Herring
427,7669,34,8,106.37,850.9600,2022-07-21,Kenneth King,Smartphone,North America,Eric Garcia
428,5409,284,10,1366.44,13664.4000,2020-05-19,James Montoya,Headphones,Australia,Karen Warren
429,3057,156,10,843.15,8431.5000,2019-06-21,Meredith Gray,Headphones,Africa,Paul Lambert
430,9199,105,3,777.95,2333.8500,2019-12-11,Christine Thompson,Headphones,Europe,Robert Cruz
431,9806,488,7,1924.64,13472.4800,2022-02-10,Laura Clark,Monitor,North America,Robert Martin
432,1016,417,8,1924.17,15393.3600,2022-06-25,Anthony Olson,Tablet,Africa,William Tran
433,3742,1,1,1870.34,1870.3400,2021-09-14,Joanne Schultz,Tablet,Australia,Tara Vega
434,5110,430,7,1998.52,13989.6400,2023-09-22,Shelly Hoffman,Mouse,Europe,Donald Palmer
435,9361,145,1,364.76,364.7600,2021-12-29,Renee Blankenship,Keyboard,North America,Kyle Richard
436,5925,46,7,1411.94,9883.5800,2023-08-28,Jamie Stuart,Smartphone,Africa,Kimberly Bailey
437,5578,450,7,461.16,3228.1200,2021-10-30,Erin Green,Headphones,Asia,Brian Morales DDS
438,6613,326,5,1960.3,9801.5000,2022-12-20,Raymond Neal,Monitor,Asia,Edward Pearson
439,5029,340,6,716.18,4297.0800,2021-07-30,Stephanie Khan,Keyboard,Asia,Jon Fields
440,1260,468,3,1310.56,3931.6800,2019-01-05,Elizabeth Peterson,Keyboard,South America,John Whitehead
441,1070,462,1,1361.78,1361.7800,2021-04-26,Jordan Thomas,Keyboard,Africa,Laura Perez
442,9011,391,7,1099.36,7695.5200,2023-06-01,Justin Weber,Mouse,Africa,Jasmine Thomas
443,2270,276,1,1790.52,1790.5200,2023-07-30,Lisa Rowe,Mouse,South America,Samuel Newman
444,3022,181,7,1663.56,11644.9200,2021-01-03,Alejandra Thompson,Monitor,Europe,Brian Howard
445,1138,64,8,772.44,6179.5200,2020-01-31,Robin Baker,Monitor,North America,Marie Guzman
446,4629,381,1,1528.92,1528.9200,2022-10-25,Amy Knight,Mouse,Asia,Patricia Navarro
447,4137,47,10,1269.21,12692.1000,2023-07-14,Martin Hurley,Mouse,Europe,Richard Wilson
448,4838,253,6,121.75,730.5000,2021-10-06,Tracy Hill DDS,Mouse,Africa,Madison Holden
449,4425,4,4,1969.31,7877.2400,2022-07-31,Lindsay Harris,Monitor,North America,Rachel Salazar
450,5544,292,9,1013.32,9119.8800,2022-02-04,Robert Walker,Smartphone,Africa,Bradley Rodriguez
451,3875,34,10,300.08,3000.8000,2019-05-14,Diana Peters,Smartphone,Asia,Dalton Ellison
452,4734,452,9,1471.35,13242.1500,2020-07-15,Mike Park,Smartphone,Africa,Loretta Gilmore
453,1378,497,9,1248.19,11233.7100,2022-10-26,Herbert Webster,Keyboard,South America,Erik Wolf
454,1032,481,7,1299.88,9099.1600,2022-08-24,Shawn Walsh,Laptop,Asia,Patrick Davis
455,8086,433,7,584.37,4090.5900,2022-10-24,Leah Lawson,Keyboard,South America,Cindy Perez
456,9119,186,9,1530.09,13770.8100,2023-12-16,Nicole Mack,Mouse,Europe,Jill Hansen
457,1769,143,7,1088.2,7617.4000,2020-10-09,Andrew Williams,Laptop,South America,Dwayne Pierce
458,4188,172,2,1766.19,3532.3800,2023-07-13,Andrew Nelson,Laptop,Africa,Douglas Cooley
459,4696,354,7,1917.66,13423.6200,2020-05-26,Cassandra Moody,Smartphone,Europe,Jacqueline Holmes
460,6394,160,2,1270.69,2541.3800,2019-07-18,Jeremy Brown,Laptop,South America,Timothy Mack
461,8077,414,1,1205.44,1205.4400,2022-07-06,Lisa Waller,Tablet,Asia,Juan Freeman
462,5049,56,8,514.8,4118.4000,2020-11-28,Steven Davis,Headphones,North America,Nancy Cox
463,6465,267,4,1889.92,7559.6800,2023-05-08,Haley Watkins,Keyboard,Australia,Nicole Rogers
464,8184,392,2,1269.43,2538.8600,2022-03-31,Emily Bolton,Laptop,North America,Kevin Wallace
465,1994,470,1,785.92,785.9200,2023-12-28,Molly Welch,Headphones,Africa,Edward Lopez DVM
466,2065,401,3,170.9,512.7000,2023-07-02,Philip Blake,Monitor,North America,Gina White
467,5939,313,7,178.29,1248.0300,2022-10-19,Jennifer Cole,Laptop,Australia,Michael Fritz
468,1855,151,7,833.28,5832.9600,2022-06-18,Cindy Baker,Headphones,South America,Rhonda Gilbert
469,4819,443,10,1585.58,15855.8000,2022-07-01,Kelly Burke,Laptop,South America,Sarah Odom
470,7290,238,7,1765.88,12361.1600,2022-06-22,Ronald Thornton,Laptop,Asia,Angela Ashley
471,1425,233,9,689.98,6209.8200,2020-01-30,Brandon Nichols,Laptop,North America,Cindy Nichols
472,1201,305,2,1206.13,2412.2600,2023-09-18,Amanda Thomas,Smartphone,Australia,Gregory Phelps
473,3064,327,9,549.76,4947.8400,2021-05-12,Annette Roach,Monitor,Africa,Margaret Mason
474,8284,96,4,318.46,1273.8400,2019-04-01,Stephanie Ewing,Laptop,Europe,Gregory Smith
475,6106,300,7,1050.6,7354.2000,2022-08-27,Karen Gutierrez,Headphones,Asia,Michael Jackson
476,6098,299,9,1562.22,14059.9800,2019-10-29,James Guzman,Monitor,Asia,Jill Smith
477,6618,150,6,1942.03,11652.1800,2021-11-26,Molly Martinez,Keyboard,Africa,Jasmine Johnson
478,3369,30,4,1038.86,4155.4400,2023-09-07,Alexandra Murphy,Keyboard,North America,Christopher Ellis
479,7915,177,4,1954.2,7816.8000,2022-08-04,Amanda Smith,Smartphone,North America,Sarah Bryant
480,6595,97,8,1404.82,11238.5600,2021-08-15,Scott Blankenship,Keyboard,Africa,Jesse Padilla
481,6425,437,10,1153.89,11538.9000,2020-11-18,Cynthia Reyes,Keyboard,Asia,Kyle Reed
482,7859,169,3,254.45,763.3500,2023-11-30,Joshua Ballard,Headphones,North America,Tara Graves
483,9125,113,1,1295.6,1295.6000,2022-11-20,Gabriella Mooney,Smartphone,South America,Amanda Webb
484,4492,123,8,1482.44,11859.5200,2023-07-27,Derek Mcdowell,Tablet,Africa,Jonathan Hernandez
485,7158,106,7,409.28,2864.9600,2019-01-14,Anita Pugh,Tablet,North America,Adrian Poole
486,2208,184,1,1131.65,1131.6500,2019-10-19,Daniel Rodriguez,Tablet,South America,Dennis Boyle
487,4185,324,10,1829.78,18297.8000,2021-01-07,Jimmy Brewer,Laptop,North America,Thomas Greene DVM
488,4262,102,5,389.59,1947.9500,2023-12-19,Randall Patterson,Tablet,Africa,Dorothy Gonzales
489,3855,174,9,529.63,4766.6700,2020-02-06,Johnathan Horne,Laptop,Europe,Gene Howard
490,5289,467,2,90.94,181.8800,2022-10-19,Rachel Wiggins,Smartphone,South America,Mrs. Amber Morris
491,2818,174,4,644.89,2579.5600,2020-05-06,Betty Mckinney,Tablet,Asia,Tracy Best
492,3807,482,9,1955.35,17598.1500,2022-06-30,Samantha Johnson DDS,Monitor,Africa,Jared Ortiz
493,2071,61,3,1771.31,5313.9300,2019-09-25,Diana Davis,Headphones,Europe,Deanna Powell
494,4140,273,7,1403.99,9827.9300,2020-10-13,Melissa Miller,Keyboard,South America,Destiny House
495,5006,472,1,1538.01,1538.0100,2022-04-17,David Hubbard,Smartphone,Australia,Matthew Phillips
496,5819,405,3,688.98,2066.9400,2019-04-20,Benjamin Garcia,Mouse,Asia,Jennifer Larsen
497,3071,436,9,1938.35,17445.1500,2023-12-20,Michael Little,Monitor,Europe,Bradley Andrade PhD
498,2333,402,8,1592.44,12739.5200,2022-06-13,Jaime Berry,Laptop,Europe,Gregory Savage
499,9333,199,9,779.82,7018.3800,2021-11-28,Heather Dunlap,Monitor,Europe,Jack Smith
500,6272,365,6,1074.68,6448.0800,2021-09-16,Megan Maynard,Mouse,South America,Derek Silva
501,8762,138,10,831.84,8318.4000,2023-06-08,Robert Neal DDS,Keyboard,Africa,Christina Stark
502,1599,107,4,1795.03,7180.1200,2021-07-14,James Stone,Headphones,Europe,Elizabeth Jones
503,7486,112,5,878.79,4393.9500,2021-02-11,Katherine Sanchez,Keyboard,Europe,Paul Arnold
504,7129,131,9,215.28,1937.5200,2023-03-20,Amy Williams,Laptop,Asia,Sherry Smith
505,8282,266,6,498.85,2993.1000,2019-03-26,Patricia Johnson,Monitor,Australia,Heather Davis
506,6511,219,8,961.72,7693.7600,2021-04-17,Nathan Wallace,Tablet,South America,Kelly Cook
507,6194,140,7,98.2,687.4000,2021-06-23,Jordan Knight,Smartphone,Asia,Cameron Henson
508,2243,184,2,624.31,1248.6200,2021-10-24,Patricia James,Keyboard,Australia,Kristie Byrd
509,2280,403,5,1856.88,9284.4000,2019-07-21,Matthew Short,Laptop,North America,Edwin Shelton
510,6902,20,9,440.6,3965.4000,2020-02-07,Caitlyn Hernandez,Mouse,Asia,Katrina Stuart
511,5096,155,5,421.75,2108.7500,2022-05-22,Brian Johnson,Smartphone,Africa,Tyler Black
512,9898,468,5,66.64,333.2000,2020-09-05,Lawrence Moore,Tablet,Asia,Jennifer Edwards
513,7616,485,7,1652.63,11568.4100,2023-04-01,Julie Watkins,Mouse,North America,Michael Johnson
514,8733,335,9,1979.09,17811.8100,2019-11-02,Virginia Shepherd,Headphones,South America,Antonio Wise
515,4728,117,4,975.15,3900.6000,2021-11-22,Jennifer Bell,Keyboard,Australia,Danielle Williams
516,8679,370,8,714.29,5714.3200,2019-06-25,Heidi Williams,Tablet,Europe,Mr. Eric Harris
517,8025,395,7,458.69,3210.8300,2021-07-10,Elizabeth Love,Headphones,Australia,Gary Olson
518,1493,192,3,1176.14,3528.4200,2019-09-20,Matthew Duncan,Tablet,Africa,Melissa Knight
519,1158,256,6,712.65,4275.9000,2021-05-08,Sally Simon DVM,Monitor,Africa,Catherine Morrow
520,7608,391,9,634.29,5708.6100,2022-04-17,Greg Bond Jr.,Laptop,Australia,Karen Washington
521,1527,473,3,349.7,1049.1000,2020-11-07,Michael Smith,Keyboard,Africa,Brian Day PhD
522,7404,196,4,1899.95,7599.8000,2019-05-11,Tom Henderson,Keyboard,South America,Bradley Odonnell
523,4085,244,2,691.24,1382.4800,2021-07-13,Suzanne Cherry,Mouse,Asia,Brooke Bryant
524,2527,88,2,1366.03,2732.0600,2019-12-30,Mary Newman,Laptop,Africa,Yvonne Short
525,9005,14,3,438.05,1314.1500,2021-03-01,David Hardin,Tablet,Europe,Michelle Pace
526,4818,150,9,186.46,1678.1400,2019-04-28,Richard Kramer,Tablet,Australia,Karen Banks
527,1180,88,6,1726.43,10358.5800,2021-04-21,Debbie Montgomery,Monitor,Europe,Cindy Adams
528,2814,67,9,865.91,7793.1900,2023-03-02,Edward Duarte,Laptop,South America,Geoffrey Castro
529,4382,67,4,654.03,2616.1200,2023-08-03,Bailey Romero,Mouse,Africa,Laura Hall
530,8778,82,10,1171.43,11714.3000,2020-09-27,Donald Webster,Keyboard,Europe,Crystal Sanchez
531,9232,367,8,587.11,4696.8800,2019-01-16,Alan Parker,Smartphone,South America,John Joseph
532,2048,423,7,1229.45,8606.1500,2020-05-20,Victor Bradford,Keyboard,Asia,Ronnie James
533,9043,236,8,1173.46,9387.6800,2023-02-18,Alexandra Baker,Laptop,Asia,Cynthia Johnson
