SaleID,CustomerID,ProductID,Quantity,Price,SaleDate,CustomerName,ProductName,Region,SalesRep,TotalAmount,SalesDate
213,8685,61,5,134.4,2020-09-09 00:00:00,Darrell Jones,Mouse,North America,Roberta Kramer,672.0000,2020-09-09
214,2581,401,2,1844.19,2020-02-25 00:00:00,Brooke Anderson,Keyboard,Europe,Daniel Wright,3688.3800,2020-02-25
215,4027,344,6,107.06,2019-10-26 00:00:00,James Chavez,Headphones,Africa,Patrick Edwards,642.3600,2019-10-26
216,5544,486,10,728.28,2019-11-25 00:00:00,Kathy Holmes,Headphones,Australia,Eric Harvey,7282.8000,2019-11-25
217,4962,259,10,183.26,2023-08-06 00:00:00,Sonya Blair,Keyboard,North America,Karen Martinez,1832.6000,2023-08-06
218,9664,112,4,1930.31,2019-12-18 00:00:00,Sean Freeman,Headphones,Australia,Amy Clark,7721.2400,2019-12-18
219,1070,499,2,1852.25,2021-10-29 00:00:00,Alexandra Todd,Headphones,Africa,Martin West,3704.5000,2021-10-29
220,8777,188,10,411.0,2022-10-11 00:00:00,Eric Morales,Laptop,Europe,Ruben Wilson,4110.0000,2022-10-11
221,6813,195,7,467.83,2020-04-11 00:00:00,Michael Jones II,Monitor,North America,Nathan Brewer,3274.8100,2020-04-11
222,6149,64,8,265.12,2019-10-06 00:00:00,Hannah Fitzgerald,Monitor,Asia,Debra Williams,2120.9600,2019-10-06
223,5723,286,1,210.38,2021-10-08 00:00:00,Deborah Garcia,Laptop,South America,Cheryl Bell,210.3800,2021-10-08
224,5646,234,10,1485.54,2022-11-08 00:00:00,Tyler Christensen,Headphones,South America,Ms. Alexandra Jones,14855.4000,2022-11-08
225,4700,284,7,616.65,2023-10-18 00:00:00,Nicholas Swanson,Monitor,Europe,Mrs. Melissa Robinson,4316.5500,2023-10-18
226,2140,459,8,1881.21,2021-01-22 00:00:00,Barry Ferguson,Smartphone,North America,Matthew Ferguson,15049.6800,2021-01-22
227,9055,345,2,822.92,2021-12-06 00:00:00,Ethan Hoffman,Mouse,Africa,Donald Maldonado,1645.8400,2021-12-06
228,2392,62,3,819.88,2022-11-24 00:00:00,Steven Newman,Keyboard,North America,Gerald Reynolds,2459.6400,2022-11-24
229,3764,34,6,1951.65,2020-11-24 00:00:00,Sarah Rice,Smartphone,Australia,Travis Collins,11709.9000,2020-11-24
230,7623,63,4,1684.31,2023-01-25 00:00:00,Dr. Jennifer Nelson,Monitor,Asia,Amanda Gibbs,6737.2400,2023-01-25
231,5472,388,7,744.39,2022-09-27 00:00:00,Ross Reynolds,Keyboard,South America,Samantha Jackson,5210.7300,2022-09-27
232,8938,262,5,337.38,2021-07-20 00:00:00,Tina Pollard,Laptop,North America,Marissa King,1686.9000,2021-07-20
233,5107,251,8,500.1,2019-10-03 00:00:00,Cathy Jordan,Laptop,North America,Eric Peterson,4000.8000,2019-10-03
234,1865,426,2,1021.36,2019-02-24 00:00:00,Taylor Marshall,Smartphone,South America,Joseph Gonzales,2042.7200,2019-02-24
235,6356,79,5,1262.84,2019-07-17 00:00:00,Mr. Todd Burns,Headphones,North America,Haley Brown,6314.2000,2019-07-17
236,9518,393,8,1595.83,2020-02-18 00:00:00,Stephen Wheeler,Tablet,Africa,John Ware,12766.6400,2020-02-18
237,9157,252,9,560.25,2020-12-04 00:00:00,Kara Ortega,Headphones,Australia,James Johnson,5042.2500,2020-12-04
238,9955,10,1,1981.89,2023-12-08 00:00:00,Tina Kelley,Laptop,South America,Selena Gray,1981.8900,2023-12-08
239,8374,162,7,912.98,2019-03-15 00:00:00,Wanda Sanders,Laptop,Europe,Michael Peters,6390.8600,2019-03-15
240,5965,453,3,1008.39,2019-10-03 00:00:00,Matthew Kirby,Tablet,Africa,Jonathan Brown,3025.1700,2019-10-03
241,7374,250,2,1159.27,2021-10-01 00:00:00,Jose West,Mouse,Australia,Sean Garcia,2318.5400,2021-10-01
242,9837,293,8,978.03,2023-10-16 00:00:00,Brad Brown,Smartphone,Australia,Ryan Cox,7824.2400,2023-10-16
243,1913,201,5,1014.65,2021-02-12 00:00:00,Anthony Adkins,Keyboard,Africa,Brittney Daniel,5073.2500,2021-02-12
244,6779,393,5,674.94,2019-02-27 00:00:00,Jose Reyes,Keyboard,North America,Shannon Ray,3374.7000,2019-02-27
245,3100,429,6,730.31,2023-02-28 00:00:00,John Hoffman,Keyboard,North America,Martin Valencia,4381.8600,2023-02-28
246,6591,195,2,884.89,2021-01-01 00:00:00,Jimmy Reese,Monitor,Asia,Nicole Beard,1769.7800,2021-01-01
247,1924,339,4,532.85,2022-08-20 00:00:00,April Martinez,Tablet,Australia,Jeffrey Rodriguez,2131.4000,2022-08-20
248,2391,467,2,1744.43,2019-08-23 00:00:00,Joseph Love,Tablet,Europe,Chelsea Anderson,3488.8600,2019-08-23
249,1322,276,6,122.89,2022-09-09 00:00:00,Dorothy Lee,Headphones,South America,Mr. Christopher Christensen,737.3400,2022-09-09
250,9433,462,7,569.91,2022-11-26 00:00:00,George Carson,Monitor,Australia,Jennifer Clark,3989.3700,2022-11-26
251,1364,163,7,1162.19,2020-10-22 00:00:00,Brian Phillips,Keyboard,North America,Matthew Maxwell,8135.3300,2020-10-22
252,9001,52,4,705.14,2021-10-26 00:00:00,Michael Marshall,Headphones,Africa,Robert Allen,2820.5600,2021-10-26
253,6563,86,10,634.07,2021-06-11 00:00:00,Angela Robinson,Smartphone,South America,Jeremy Richmond,6340.7000,2021-06-11
254,2234,431,9,467.46,2020-06-27 00:00:00,Dana Hammond,Laptop,Asia,Kimberly Knapp,4207.1400,2020-06-27
255,7586,412,4,1267.92,2019-07-08 00:00:00,Kristina Thornton,Mouse,Australia,Denise Gardner,5071.6800,2019-07-08
256,2552,304,6,583.06,2022-03-06 00:00:00,Mary Kelley,Headphones,Australia,Jeremiah Sanchez,3498.3600,2022-03-06
257,8786,219,4,727.27,2019-06-07 00:00:00,Dawn Rodriguez,Mouse,Asia,Laurie Yoder,2909.0800,2019-06-07
258,9268,412,5,894.18,2022-01-10 00:00:00,Randy Nichols,Tablet,Europe,Andrew Garcia,4470.9000,2022-01-10
259,7788,206,5,1268.68,2021-07-17 00:00:00,Roger Jacobs,Mouse,Australia,Michael West,6343.4000,2021-07-17
260,3958,452,1,1274.3,2021-11-23 00:00:00,Marc Richardson,Headphones,Europe,Brandon Juarez,1274.3000,2021-11-23
261,9178,110,8,572.48,2022-07-30 00:00:00,Katie Beasley,Keyboard,Australia,Melody Ball,4579.8400,2022-07-30
262,8106,479,10,1466.9,2019-05-03 00:00:00,Donna Miller,Keyboard,Europe,Angela Wood,14669.0000,2019-05-03
263,6968,237,3,518.73,2023-03-09 00:00:00,James Brown,Mouse,Asia,Alison Thompson,1556.1900,2023-03-09
264,8133,211,6,1727.36,2019-05-12 00:00:00,Amanda Rubio,Mouse,Europe,Zachary Brady,10364.1600,2019-05-12
265,7757,137,5,1309.78,2020-06-09 00:00:00,Matthew Wiley,Mouse,Australia,Robert Wright,6548.9000,2020-06-09
266,4868,208,4,271.44,2020-01-29 00:00:00,Holly Gordon,Laptop,Europe,Melissa Chandler,1085.7600,2020-01-29
267,6087,238,8,1141.66,2021-06-12 00:00:00,William Carter,Monitor,Africa,Christopher Bradley,9133.2800,2021-06-12
268,1606,104,3,581.79,2019-03-01 00:00:00,Keith Ward,Tablet,Asia,Chelsea Alvarado,1745.3700,2019-03-01
269,3883,330,1,1929.38,2021-09-22 00:00:00,David Cole,Headphones,North America,Roberto Newman,1929.3800,2021-09-22
270,1906,441,2,662.11,2020-09-02 00:00:00,Christian Schwartz,Headphones,North America,Sarah Crawford,1324.2200,2020-09-02
271,7668,460,6,1359.76,2023-12-19 00:00:00,Stephanie Andersen,Laptop,South America,Joe Johnson,8158.5600,2023-12-19
272,3302,121,2,1163.4,2021-10-21 00:00:00,Eileen Parker,Laptop,Australia,Dylan Deleon,2326.8000,2021-10-21
273,9605,129,8,1774.9,2020-05-02 00:00:00,Trevor Johnson,Keyboard,North America,Donna Edwards,14199.2000,2020-05-02
274,6134,169,10,1487.61,2023-07-09 00:00:00,Ryan Stephens,Mouse,Africa,John Davis,14876.1000,2023-07-09
275,4865,479,7,475.12,2019-08-07 00:00:00,Rebecca Ferguson,Smartphone,Europe,Christopher Jackson,3325.8400,2019-08-07
276,5498,226,7,545.9,2022-04-22 00:00:00,Jennifer Romero,Laptop,South America,Patricia Faulkner,3821.3000,2022-04-22
277,9740,192,2,667.16,2021-05-17 00:00:00,Susan Larsen,Monitor,Africa,Grace Hubbard,1334.3200,2021-05-17
278,5036,494,5,1764.9,2019-10-24 00:00:00,Lauren Boone DVM,Tablet,South America,Suzanne Johnson,8824.5000,2019-10-24
279,7025,421,5,91.09,2022-05-25 00:00:00,Sarah Shea,Laptop,Africa,Charles Klein,455.4500,2022-05-25
280,1895,354,4,543.32,2021-02-26 00:00:00,Lawrence Lopez,Tablet,Africa,Monica Davis,2173.2800,2021-02-26
281,6945,463,2,1093.08,2020-04-29 00:00:00,Kathleen Burnett,Headphones,South America,Mark Arnold,2186.1600,2020-04-29
282,7364,5,7,1858.64,2020-06-07 00:00:00,Shawn Brandt,Tablet,North America,Caroline Crawford,13010.4800,2020-06-07
283,4857,153,4,1725.86,2019-11-25 00:00:00,Christopher Watson,Monitor,Africa,Megan Farmer,6903.4400,2019-11-25
284,6196,451,7,1589.17,2020-07-15 00:00:00,Linda Williams,Headphones,North America,Christopher Santiago,11124.1900,2020-07-15
285,9055,242,7,1856.67,2020-11-12 00:00:00,Catherine Anderson,Mouse,South America,Douglas Cruz,12996.6900,2020-11-12
286,2644,423,3,1412.04,2021-11-02 00:00:00,Daniel Smith,Laptop,Asia,Tammy Johnson,4236.1200,2021-11-02
287,7895,309,9,1488.68,2021-07-17 00:00:00,Renee Ramirez,Mouse,North America,Jennifer Williams,13398.1200,2021-07-17
288,1853,329,3,1278.8,2023-06-09 00:00:00,Jennifer Gilbert,Mouse,Europe,Mr. Jeffery Lynn,3836.4000,2023-06-09
289,1050,206,4,1275.18,2020-10-04 00:00:00,Holly Miller,Keyboard,North America,Lindsay Harmon,5100.7200,2020-10-04
290,2815,81,4,1056.91,2023-04-22 00:00:00,Sandra Good,Headphones,Africa,Allison Lee,4227.6400,2023-04-22
291,3131,434,10,1387.22,2023-06-12 00:00:00,Melanie Adams,Tablet,South America,David Brown,13872.2000,2023-06-12
292,8837,448,3,558.33,2022-11-08 00:00:00,Richard Baldwin,Keyboard,Asia,Sarah Rush,1674.9900,2022-11-08
293,5616,102,2,858.27,2020-01-08 00:00:00,Olivia Peterson,Monitor,South America,Pedro Grimes,1716.5400,2020-01-08
294,4677,11,1,1850.07,2022-08-18 00:00:00,Alice Rogers,Keyboard,Africa,Michael Fuller,1850.0700,2022-08-18
295,4747,465,2,1949.55,2020-02-11 00:00:00,Alec Pham,Tablet,Africa,Eric Caldwell,3899.1000,2020-02-11
296,3764,26,7,1255.11,2022-05-14 00:00:00,Alicia Ross,Tablet,Europe,Michael Martin,8785.7700,2022-05-14
297,2459,491,6,381.74,2022-03-07 00:00:00,William Martinez,Laptop,North America,John Moore,2290.4400,2022-03-07
298,9615,223,8,1663.15,2021-10-09 00:00:00,Samantha Le,Laptop,Europe,Joshua Cohen,13305.2000,2021-10-09
299,4328,98,5,611.53,2021-10-09 00:00:00,John Young,Monitor,Europe,Kelly Sherman,3057.6500,2021-10-09
300,8066,439,4,1220.16,2023-08-15 00:00:00,Heather Norman,Tablet,Africa,Frank Moore,4880.6400,2023-08-15
301,4102,215,3,846.62,2019-10-26 00:00:00,Jenny Freeman,Laptop,Asia,Corey Andrews,2539.8600,2019-10-26
302,5289,121,10,929.4,2020-05-23 00:00:00,Jeremy Salas,Tablet,Australia,Jared Tyler,9294.0000,2020-05-23
303,8506,44,1,964.32,2023-11-20 00:00:00,Jacqueline Mejia,Tablet,Africa,Brent Berger,964.3200,2023-11-20
304,7513,352,4,1441.01,2022-12-21 00:00:00,Stephen Taylor,Monitor,Africa,Kathryn Watson,5764.0400,2022-12-21
305,5198,38,2,1136.15,2019-04-17 00:00:00,Cheyenne Hull,Tablet,Europe,Eric Grant,2272.3000,2019-04-17
306,8715,466,6,1993.64,2022-10-05 00:00:00,Gregory Clark,Headphones,Australia,Timothy Russell,11961.8400,2022-10-05
307,1745,3,5,1033.86,2021-02-19 00:00:00,Julie Johnson MD,Tablet,South America,Christine Wells,5169.3000,2021-02-19
308,7076,68,9,130.19,2020-01-03 00:00:00,Stephanie Marsh,Tablet,Europe,Tamara Shea,1171.7100,2020-01-03
309,9253,253,6,1761.9,2019-09-28 00:00:00,Brian Meyers,Laptop,Asia,Sharon Warren,10571.4000,2019-09-28
310,9690,222,3,557.79,2020-10-03 00:00:00,Sandra Mcknight,Laptop,Europe,Keith Williams,1673.3700,2020-10-03
311,9179,447,5,1508.26,2021-05-30 00:00:00,Brad Norris PhD,Tablet,Asia,Timothy Solis,7541.3000,2021-05-30
312,5321,265,6,899.76,2019-12-04 00:00:00,Patricia Gonzalez,Tablet,Africa,Michael Stevens,5398.5600,2019-12-04
313,9049,392,3,1133.57,2022-09-08 00:00:00,Jonathan Kennedy,Mouse,South America,Traci Mccullough,3400.7100,2022-09-08
314,1871,97,3,156.41,2020-01-11 00:00:00,Katherine Gibson,Laptop,South America,Michael Solis,469.2300,2020-01-11
315,5263,84,8,901.04,2021-10-10 00:00:00,Charles Ward,Laptop,South America,Megan Olson,7208.3200,2021-10-10
316,6841,364,9,996.14,2021-10-06 00:00:00,Dawn Nelson,Laptop,Africa,Maria White,8965.2600,2021-10-06
317,3425,64,6,232.48,2023-11-14 00:00:00,Jason Sanders,Tablet,Europe,Adrian Smith,1394.8800,2023-11-14
318,3757,384,9,1654.01,2022-02-27 00:00:00,Veronica Marshall,Mouse,Australia,Jason Jordan,14886.0900,2022-02-27
319,4479,299,1,1075.73,2022-03-14 00:00:00,Helen Johnson,Smartphone,South America,Matthew Saunders,1075.7300,2022-03-14
320,2258,127,8,1369.97,2023-12-23 00:00:00,Angel Mendez,Tablet,North America,John Fields,10959.7600,2023-12-23
321,5657,349,2,818.63,2022-04-24 00:00:00,Mary French,Laptop,Asia,Mark Archer,1637.2600,2022-04-24
322,3519,15,2,947.45,2022-12-20 00:00:00,Brittany Cruz,Mouse,South America,Thomas Gonzales,1894.9000,2022-12-20
323,8439,322,5,1208.7,2019-01-12 00:00:00,Sheila Torres,Tablet,North America,Beth Meyer,6043.5000,2019-01-12
324,8423,167,10,302.17,2023-11-03 00:00:00,Jason Lee,Laptop,Africa,Nicholas Campbell,3021.7000,2023-11-03
325,5635,166,1,1500.41,2022-01-25 00:00:00,Emily Scott,Keyboard,South America,Marvin Perry,1500.4100,2022-01-25
326,2516,205,5,397.12,2023-04-28 00:00:00,Tonya Mercado,Headphones,South America,Courtney Phillips,1985.6000,2023-04-28
327,2461,11,4,367.73,2023-05-16 00:00:00,Dustin Duran,Monitor,Asia,Kara Taylor,1470.9200,2023-05-16
328,3525,62,5,1007.15,2021-06-04 00:00:00,Jeffrey Todd,Mouse,Asia,Tamara Paul,5035.7500,2021-06-04
329,3151,184,2,1672.5,2021-11-15 00:00:00,Jamie Morgan,Smartphone,South America,Drew Patton,3345.0000,2021-11-15
330,8298,454,7,979.06,2022-02-27 00:00:00,Jennifer Brown,Keyboard,South America,Renee Shepherd,6853.4200,2022-02-27
331,2478,388,7,1631.44,2022-06-11 00:00:00,Christopher Boyle,Smartphone,South America,Ellen Campbell,11420.0800,2022-06-11
332,7979,48,1,1051.02,2021-08-07 00:00:00,Travis Young,Mouse,Europe,Laura Wilson,1051.0200,2021-08-07
333,3540,477,8,1078.19,2022-08-18 00:00:00,Jill Miranda,Keyboard,North America,Shane Miller,8625.5200,2022-08-18
334,5762,240,7,204.41,2023-06-30 00:00:00,Angel Wilson,Monitor,Asia,Kelsey Chen,1430.8700,2023-06-30
335,3434,66,5,1691.0,2021-12-07 00:00:00,Donna Lawrence,Monitor,Asia,James Gutierrez,8455.0000,2021-12-07
336,1781,283,2,1838.74,2021-11-17 00:00:00,Sydney Dougherty,Laptop,Australia,David Bates,3677.4800,2021-11-17
337,7961,212,2,956.08,2023-01-15 00:00:00,Erin Weaver,Keyboard,Asia,Michael Porter,1912.1600,2023-01-15
338,6823,131,10,209.45,2021-10-28 00:00:00,Jose Kaiser,Laptop,North America,Brian Cox,2094.5000,2021-10-28
339,8583,92,3,1693.67,2019-04-03 00:00:00,Jessica Fernandez,Laptop,South America,Holly Mora,5081.0100,2019-04-03
340,5876,161,10,1461.98,2023-04-01 00:00:00,Justin King,Mouse,South America,Kimberly Henderson,14619.8000,2023-04-01
341,5342,175,3,461.58,2019-06-10 00:00:00,Stephen Wagner,Mouse,Australia,Robert Goodwin,1384.7400,2019-06-10
342,5248,447,2,895.91,2019-02-06 00:00:00,Debra Barton,Laptop,South America,Lisa Evans,1791.8200,2019-02-06
343,2911,7,3,1328.81,2021-07-31 00:00:00,Alexis Allen,Mouse,South America,John Lucas,3986.4300,2021-07-31
344,8974,156,10,1635.61,2022-06-17 00:00:00,Erin Morton,Tablet,Africa,Anthony Dougherty,16356.1000,2022-06-17
345,7471,412,5,220.89,2019-10-04 00:00:00,Angelica Johnson,Laptop,Europe,Billy Allison,1104.4500,2019-10-04
346,2833,418,1,1407.26,2020-01-21 00:00:00,Rachel Pena,Headphones,North America,Deanna Lane,1407.2600,2020-01-21
347,4428,247,3,1316.99,2021-06-11 00:00:00,Courtney Young,Headphones,Africa,Gloria Webb,3950.9700,2021-06-11
348,9824,98,2,636.79,2021-08-07 00:00:00,Bradley Clark,Smartphone,South America,Jennifer Moran,1273.5800,2021-08-07
349,7912,12,2,373.91,2019-11-09 00:00:00,Peter White,Mouse,Africa,Mark Arnold,747.8200,2019-11-09
350,8295,494,8,969.4,2023-10-27 00:00:00,Yolanda Lynn,Monitor,Australia,Mary Adams,7755.2000,2023-10-27
351,4975,104,5,1160.39,2023-09-04 00:00:00,Judy Castillo,Monitor,North America,Barbara Palmer,5801.9500,2023-09-04
352,6469,5,2,1279.3,2022-12-31 00:00:00,Paul Washington,Monitor,South America,Christian Lopez,2558.6000,2022-12-31
353,9121,378,10,1211.89,2022-02-09 00:00:00,Kyle Taylor,Tablet,North America,Alan Green,12118.9000,2022-02-09
354,8987,205,8,1051.04,2023-01-24 00:00:00,Leslie Collins,Keyboard,Africa,Jennifer Rivera,8408.3200,2023-01-24
355,8993,119,1,1080.2,2021-05-14 00:00:00,Diana Harris,Keyboard,Asia,Nicholas Acevedo,1080.2000,2021-05-14
356,2040,138,7,1783.82,2019-08-28 00:00:00,Robert Hines,Monitor,Australia,Emily Norris,12486.7400,2019-08-28
357,6681,230,7,90.57,2020-08-12 00:00:00,Michael White,Mouse,Europe,Lori Taylor,633.9900,2020-08-12
358,8688,177,8,502.6,2020-03-25 00:00:00,Miss Chelsea Hale,Keyboard,Africa,Susan Cain,4020.8000,2020-03-25
359,6556,472,10,1714.23,2023-01-04 00:00:00,Lisa Johnson,Mouse,South America,Shane Walker,17142.3000,2023-01-04
360,3148,453,5,1459.84,2021-03-10 00:00:00,Jennifer Bentley,Monitor,Africa,Erin Dixon,7299.2000,2021-03-10
361,6902,408,8,1609.52,2023-09-26 00:00:00,Alexandra Barajas,Smartphone,Australia,Ms. Jennifer Reynolds,12876.1600,2023-09-26
362,4394,145,2,1350.76,2019-09-22 00:00:00,Michael Stevenson,Smartphone,Europe,Bradley Thomas,2701.5200,2019-09-22
363,3561,311,8,246.76,2021-05-01 00:00:00,Zachary Horton,Monitor,Asia,Michael Schmidt,1974.0800,2021-05-01
364,4845,108,9,141.75,2019-02-07 00:00:00,Jeffrey Wood,Tablet,Asia,Alexa Harper,1275.7500,2019-02-07
365,6849,347,3,390.69,2023-10-27 00:00:00,Kaitlyn Salazar,Keyboard,North America,Nicole Cox,1172.0700,2023-10-27
366,2043,173,7,272.24,2020-04-09 00:00:00,Brittany Davies,Laptop,Australia,John Guerrero,1905.6800,2020-04-09
367,4671,250,5,1987.64,2023-05-27 00:00:00,Stephen Lee,Tablet,North America,Janice Taylor,9938.2000,2023-05-27
368,5382,459,3,1714.15,2023-11-25 00:00:00,Eric Tapia,Keyboard,Australia,Mary Gonzalez,5142.4500,2023-11-25
369,2706,362,1,1856.93,2021-06-15 00:00:00,Kimberly Snyder,Headphones,South America,Allison Roberts,1856.9300,2021-06-15
370,2817,500,2,1574.22,2022-06-02 00:00:00,Michelle Jones,Headphones,North America,Lisa Foster,3148.4400,2022-06-02
371,1687,260,2,375.74,2019-08-30 00:00:00,Katherine Jordan,Headphones,Europe,Jacqueline Terrell,751.4800,2019-08-30
372,6925,81,5,1430.92,2023-04-10 00:00:00,Amanda Brown,Keyboard,South America,Michael Gates,7154.6000,2023-04-10
373,2626,79,6,702.48,2019-10-10 00:00:00,Sean Hurst,Laptop,Europe,Jessica Smith,4214.8800,2019-10-10
374,8194,497,7,1549.98,2019-01-14 00:00:00,Carly Jackson,Smartphone,South America,Kelly Jackson,10849.8600,2019-01-14
375,6592,147,9,383.96,2020-06-28 00:00:00,Andrea Jackson,Tablet,Africa,Joan Weiss,3455.6400,2020-06-28
376,7799,185,4,345.64,2023-03-24 00:00:00,Kevin Morales,Keyboard,South America,Rebecca Johnston,1382.5600,2023-03-24
377,4738,71,7,856.15,2021-04-18 00:00:00,Tonya Sanchez,Monitor,Australia,Meghan Harmon,5993.0500,2021-04-18
378,6927,484,1,913.03,2023-04-27 00:00:00,Michael Woods,Laptop,Africa,David Hammond,913.0300,2023-04-27
379,9476,484,2,215.32,2020-10-06 00:00:00,Christopher Church,Monitor,Europe,Christine Walker,430.6400,2020-10-06
380,8111,32,7,1530.43,2022-09-14 00:00:00,Heather Conrad,Mouse,Europe,John Callahan,10713.0100,2022-09-14
381,1947,324,9,1946.69,2021-05-08 00:00:00,Kevin Freeman,Monitor,Africa,Claudia Lane,17520.2100,2021-05-08
382,5986,370,6,1823.0,2019-01-17 00:00:00,Jerry Ramirez,Headphones,Asia,Taylor Shaffer,10938.0000,2019-01-17
383,9647,313,3,1415.58,2021-07-02 00:00:00,Richard Ward,Mouse,Europe,Kimberly Alexander,4246.7400,2021-07-02
384,9919,320,10,1321.47,2022-11-29 00:00:00,Gary Morris,Tablet,Africa,Michael Mcfarland,13214.7000,2022-11-29
385,7627,398,4,1767.9,2019-06-22 00:00:00,Michele Torres,Laptop,Australia,Michael Woodard,7071.6000,2019-06-22
386,6480,200,3,1064.92,2022-01-12 00:00:00,Janice Diaz,Tablet,Europe,David Lopez,3194.7600,2022-01-12
387,2520,262,9,658.89,2020-11-28 00:00:00,Victoria Gibson,Headphones,Africa,Kelsey Moore,5930.0100,2020-11-28
388,3621,12,1,1786.12,2022-01-10 00:00:00,Heather Miller,Keyboard,Asia,Cassandra Cox,1786.1200,2022-01-10
389,4954,427,5,1466.69,2021-10-31 00:00:00,Raymond Hodges,Laptop,Africa,Robert Fox,7333.4500,2021-10-31
390,1982,431,6,556.53,2021-11-05 00:00:00,Mary Wilcox,Tablet,North America,Angela Lewis,3339.1800,2021-11-05
391,1782,388,2,925.04,2022-03-18 00:00:00,Beth Howard,Mouse,North America,Lisa Brooks DDS,1850.0800,2022-03-18
392,8424,174,4,1620.51,2022-04-06 00:00:00,Amy Clark,Keyboard,Africa,Scott Garrett,6482.0400,2022-04-06
393,9737,433,10,505.98,2020-09-04 00:00:00,Doris Stewart,Tablet,Africa,Rachael Mcclain,5059.8000,2020-09-04
394,3293,366,7,1063.35,2020-05-22 00:00:00,Steve Ferguson,Laptop,Asia,Thomas Wood,7443.4500,2020-05-22
395,9461,299,4,1654.54,2021-01-09 00:00:00,Roy Barnes,Monitor,North America,Kent Huff,6618.1600,2021-01-09
396,3401,365,7,1665.45,2019-06-17 00:00:00,Julie Mendez,Laptop,North America,Kerry Bentley,11658.1500,2019-06-17
397,7961,455,3,978.69,2021-07-02 00:00:00,Christina Kline,Laptop,Asia,Megan Hall,2936.0700,2021-07-02
398,9622,207,10,1139.99,2023-05-15 00:00:00,Renee Webster,Monitor,Asia,Patricia Diaz,11399.9000,2023-05-15
399,9172,326,7,1993.2,2022-11-12 00:00:00,Katherine Hubbard,Monitor,Africa,Kenneth Parker,13952.4000,2022-11-12
400,7830,422,3,331.48,2019-09-18 00:00:00,Beverly Bryant,Monitor,Africa,James Wood,994.4400,2019-09-18
401,8499,67,9,1733.38,2019-08-30 00:00:00,Benjamin Montoya,Mouse,Europe,Brittany Wilkerson,15600.4200,2019-08-30
402,8461,243,1,1505.67,2022-02-18 00:00:00,Laura Ball,Tablet,North America,Jennifer Mckee,1505.6700,2022-02-18
403,7694,57,2,770.69,2020-08-16 00:00:00,Jason Walker,Laptop,Australia,Nicholas Stuart,1541.3800,2020-08-16
404,3511,61,6,644.6,2021-02-05 00:00:00,Christopher Tucker,Tablet,Asia,Russell Henderson,3867.6000,2021-02-05
405,8961,15,3,327.17,2022-04-22 00:00:00,Eileen Munoz,Monitor,North America,Kimberly Kirk,981.5100,2022-04-22
406,5999,456,5,470.38,2023-08-05 00:00:00,Kevin Morrison,Mouse,South America,Luke Benjamin,2351.9000,2023-08-05
407,1034,63,9,729.87,2023-11-18 00:00:00,Amy Hicks,Laptop,South America,Matthew Ramirez,6568.8300,2023-11-18
408,8883,294,5,1153.24,2020-11-22 00:00:00,Stacy Thompson,Headphones,South America,Megan Mendez,5766.2000,2020-11-22
409,8786,428,10,308.98,2019-10-11 00:00:00,Lisa Turner,Keyboard,Africa,Arthur Nichols,3089.8000,2019-10-11
410,8551,390,8,1351.08,2019-11-02 00:00:00,Cameron Porter,Headphones,Africa,Elizabeth Cox,10808.6400,2019-11-02
411,6328,46,10,1345.78,2021-04-18 00:00:00,Sarah Leonard,Monitor,Europe,Monica Walker,13457.8000,2021-04-18
412,7478,174,9,139.35,2022-10-05 00:00:00,Morgan Johnson,Monitor,Africa,Lisa Diaz,1254.1500,2022-10-05
413,5544,331,2,1738.61,2022-12-19 00:00:00,Bridget Ford,Laptop,Australia,Alexis Carlson,3477.2200,2022-12-19
414,6060,288,2,1305.63,2019-06-24 00:00:00,Peter Brown,Smartphone,Australia,Chad Obrien,2611.2600,2019-06-24
415,9877,296,1,1916.72,2021-12-04 00:00:00,Tanya Johnson,Smartphone,South America,Shelby Austin,1916.7200,2021-12-04
416,9235,460,1,284.55,2021-12-25 00:00:00,Luis Ford,Smartphone,North America,Colleen Woods,284.5500,2021-12-25
417,5504,403,4,528.31,2022-12-16 00:00:00,Allison Stokes,Headphones,Australia,Whitney Ford,2113.2400,2022-12-16
418,8278,44,9,1233.37,2021-04-02 00:00:00,Carl Vasquez,Keyboard,North America,Carmen Hill,11100.3300,2021-04-02
419,9052,442,1,712.92,2020-01-05 00:00:00,Anthony Robles,Monitor,North America,Matthew Phillips,712.9200,2020-01-05
420,9649,163,7,551.5,2019-08-23 00:00:00,Madison Garcia,Laptop,Australia,Aaron Beck,3860.5000,2019-08-23
421,3755,147,3,406.2,2023-04-23 00:00:00,Edward Sandoval,Laptop,Europe,Jillian Williams,1218.6000,2023-04-23
422,6026,488,7,1373.29,2019-05-01 00:00:00,Kevin Reynolds,Keyboard,Asia,Colin Perkins,9613.0300,2019-05-01
423,3973,14,1,631.15,2019-07-22 00:00:00,Jamie Berry,Tablet,Europe,Nathan Thompson,631.1500,2019-07-22
424,7763,458,6,552.97,2023-08-23 00:00:00,Ryan Holmes,Laptop,North America,Susan Cochran,3317.8200,2023-08-23
425,4318,123,10,1192.76,2021-10-06 00:00:00,Kent Solomon,Keyboard,Australia,Carrie Jones,11927.6000,2021-10-06
426,7308,487,2,575.11,2020-10-13 00:00:00,Mary Walker,Monitor,Australia,James Herring,1150.2200,2020-10-13
